89,"
《上海市浦东新区黄浦江延伸段EN6单元（滨江森林公园单元PDP0-0101）控制性详细规划02-08、05-01...
",2016-05-25
90,"
《张江技创区单元（Z00-1601）05街坊控制性详细规划（实施方案）》（草案）
",2016-05-20
91,"
《中国科学院上海浦东科技园（Z00-1701单元）控制性详细规划B1-2、B-1-5地块局部调整（实施深化...
",2016-04-14
92,"
《龙阳路交通枢纽地区（中片区）控制性详细规划》（草案）
",2016-03-31
93,"
《中国科学院上海浦东科技园（Z00-1701单元）控制性详细规划B1-2、B-1-5地块局部调整（实施深化...
",2016-03-15
94,"
《浦东新区唐镇镇南社区（PDPO-0408）单元东区控制性详细规划》（草案）
",2016-03-08
95,"
《北蔡社区Z000502编制单元控制性详细规划1-07街坊局部调整实施深化》（草案）
",2016-02-05
96,"
《上海市浦东新区康桥东路两侧产业带（Z00-2001单元南块）控制性详细规划》（草案）
",2015-12-21
97,"
《上海市国际旅游度假区北片区控制性详细规划》（草案）
",2015-12-18
98,"
《上海市浦东新区康桥东路两侧产业带（Z00-2001单元南块）控制性详细规划》（草案预公告）
",2015-12-15
99,"
《上海市浦东新区川沙镇经济园区控制性详细规划9街坊局部调整实施深化》（草案）
",2015-12-10
100,"
《上海市浦东新区周浦镇08单元控制性详细规划06街坊局部调整（实施深化）》（草案）补充公示
",2015-11-30
101,"
《浦东新区合庆镇总体规划暨土地利用总体规划（2015-2040）》（草案）
",2015-11-27
102,"
《上海市浦东新区大治河生态廊道（S2-G1501段）专项规划》（草案）
",2015-11-27
103,"
《上海市浦东新区塘桥社区单元（C000502单元）控制性详细规划11街坊局部调整（实施深化）》（草...
",2015-11-19
104,"
《上海市浦东新区老港工业区（PDS8-0301）单元控制性详细规划A3A街坊局部调整（实施深化）》（草...
",2015-11-05
105,"
《上海市曹路科教园区单元（PDPO-0305）C1街坊控制性详细规划局部调整》（草案）补充公示
",2015-11-03
