﻿海景花園(東),美菊閣(39座),太古灣道4號,01/1985,217,28,8,香港區14號校網
﻿海景花園(東),海棠閣(40座),太古灣道4號,04/1985,216,28,8,香港區14號校網
﻿海景花園(東),雅蓮閣(41座),太古灣道4號,04/1983,216,28,8,香港區14號校網
﻿海景花園(東),碧藤閣(42座),太古灣道4號,03/1983,208,26,8,香港區14號校網
﻿海景花園(東),春櫻閣(43座),太古灣道4號,02/1982,216,28,8,香港區14號校網
﻿觀海台,北海閣(44座),太古城道8號,04/1985,213,27,8,香港區14號校網
﻿觀海台,東海閣(45座),太古城道8號,12/1984,211,27,8,香港區14號校網
﻿觀海台,南海閣(54座),太古城道8號,04/1985,208,26,8,香港區14號校網
﻿星輝台,恆星閣(46座),太古城道14號,01/1982,208,26,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿星輝台,天星閣(47座),太古城道14號,06/1981,208,26,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿星輝台,海星閣(48座),太古城道14號,05/1981,208,26,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿星輝台,衛星閣(49座),太古城道14號,08/1981,208,26,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿星輝台,耀星閣(50座),太古城道14號,06/1981,208,26,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿星輝台,智星閣(51座),太古城道14號,06/1981,208,26,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿星輝台,金星閣(52座),太古城道14號,06/1982,208,26,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿星輝台,銀星閣(53座),太古城道14號,10/1982,208,26,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿海天花園,啟天閣(55座),太古城道18B號,10/1986,186,24,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿海天花園,海天閣(56座),太古城道18B號,10/1986,189,24,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿海天花園,富天閣(57座),太古城道18B號,02/1987,188,24,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿海天花園,彩天閣(58座),太古城道18B號,02/1987,186,24,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿海天花園,恆天閣(59座),太古城道18B號,05/1987,183,23,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿海天花園,冠天閣(60座),太古城道18B號,04/1987,185,24,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿海天花園,逸天閣(61座),太古城道18B號,04/1987,188,24,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿海天花園,南天閣(62座),太古城道18B號,11/1986,188,24,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
﻿海天花園,景天閣(63座),太古城道18B號,11/1986,184,23,8,香港區14號校網,太古地產有限公司,太古物業管理有限公司,游泳池、兒童遊樂場、羽毛球場、高爾夫球練習場、公園、網球場
